年龄,工作情况,教育,教育时间,婚姻状况,职业类型,家庭角色,民族,性别,投资收入,投资损失,工作天数,省份,Y
28,未知,大学未毕业,10,已婚平民配偶,未知,丈夫,民族D,男,0,0,5,省份8,0
47,非有限责任公司,大学未毕业,10,已婚平民配偶,农业捕捞,丈夫,民族D,男,0,0,86,省份8,0
18,个体,高三,8,未婚,管理文书,孩子,民族D,男,0,0,40,省份8,0
36,中央部委,大学生,13,离婚,专业技术,离家,民族D,女,0,0,55,省份8,0
55,个体,高中生,9,已婚平民配偶,运输,丈夫,民族D,男,0,0,45,省份8,1
23,个体,高中生,9,未婚,劳工保洁,未婚,民族A,女,0,0,7,省份8,0
36,个体,高中生,9,离婚,手工艺维修,离家,民族D,男,0,0,75,省份8,0
30,个体,高中生,9,未婚,机械操作,其他关系,民族D,男,0,0,40,省份8,0
31,非有限责任公司,大学生,13,离婚,手工艺维修,离家,民族D,男,0,0,60,省份8,0
45,个体,研究生,14,已婚平民配偶,其他职业,丈夫,民族D,男,0,0,40,省份8,0
62,个体,高中生,9,已婚平民配偶,销售,丈夫,民族D,男,0,0,44,省份8,0
21,个体,准职业学位,11,未婚,执行主管,孩子,民族D,女,2174,0,60,省份8,0
46,个体,高中生,9,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,45,省份8,1
61,有限责任公司,职高,15,已婚平民配偶,执行主管,丈夫,民族D,男,99999,0,40,省份8,1
17,个体,高二,7,未婚,劳工保洁,孩子,民族D,男,0,0,12,省份31,0
36,个体,大学未毕业,10,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份8,1
30,个体,高中生,9,离婚,管理文书,未婚,民族A,女,0,0,62,省份8,0
35,有限责任公司,高中生,9,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,60,省份8,0
43,省政府,准职业学位,11,未婚,专业技术,离家,民族D,女,13550,0,40,省份8,1
53,个体,高中生,9,已婚平民配偶,机械操作,丈夫,民族D,男,0,0,40,省份8,1
47,个体,高中生,9,离婚,专业技术,未婚,民族C,女,0,0,40,省份8,0
26,个体,大学生,13,未婚,其他职业,离家,民族A,女,0,0,35,省份8,0
39,个体,高中生,9,未婚,管理文书,离家,民族D,男,0,0,45,省份8,0
46,个体,博士,16,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,55,省份8,1
43,个体,职高,15,离婚,专业技术,未婚,民族D,女,15020,0,35,省份8,1
31,个体,职高,15,未婚,专业技术,离家,民族D,男,0,0,50,省份8,0
31,个体,高二,7,离婚,农业捕捞,离家,民族D,男,0,0,50,省份8,0
42,个体,大学未毕业,10,离婚,手工艺维修,离家,民族D,男,3325,0,40,省份8,0
44,个体,大学生,13,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,40,省份8,1
20,个体,大学未毕业,10,未婚,销售,孩子,民族D,女,2597,0,20,省份8,0
40,个体,高中生,9,已婚平民配偶,执行主管,丈夫,民族D,男,7688,0,55,省份8,1
54,个体,高中生,9,未婚,管理文书,离家,民族D,女,0,0,40,省份8,0
41,个体,大学未毕业,10,已婚平民配偶,执行主管,丈夫,民族D,男,99999,0,50,省份8,1
22,中央部委,大学未毕业,10,未婚,管理文书,离家,民族D,女,0,0,15,省份8,0
53,个体,大学生,13,离婚,管理文书,未婚,民族D,女,0,0,40,省份8,0
25,个体,高中生,9,未婚,手工艺维修,其他关系,民族A,男,0,0,40,省份8,0
35,地方政府,大学生,13,已婚平民配偶,保安,丈夫,民族D,男,0,0,48,省份8,0
34,个体,高中生,9,已婚平民配偶,执行主管,丈夫,民族D,男,7298,0,50,省份8,1
23,省政府,大学未毕业,10,未婚,劳工保洁,离家,民族D,女,0,0,20,省份8,0
45,个体,高中生,9,离婚,机械操作,未婚,民族D,女,0,0,40,省份8,0
45,个体,大学专科,12,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,40,省份8,1
49,个体,高中生,9,离婚,其他职业,离家,民族D,男,0,0,40,省份23,0
49,个体,准职业学位,11,已婚平民配偶,管理文书,丈夫,民族D,男,0,0,40,省份8,0
28,个体,大学未毕业,10,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,50,省份12,1
23,个体,高中生,9,未婚,劳工保洁,离家,民族A,男,0,0,40,省份8,0
25,个体,大学未毕业,10,未婚,执行主管,孩子,民族D,男,0,0,40,省份8,0
21,个体,高中生,9,未婚,管理文书,孩子,民族D,男,0,0,25,省份32,0
35,个体,高中生,9,已婚平民配偶,销售,丈夫,民族D,男,5178,0,50,省份8,1
47,个体,初中一、二年级,4,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份8,0
30,地方政府,大学未毕业,10,未婚,保安,离家,民族D,女,3325,0,40,省份8,0
45,个体,高中生,9,离婚,执行主管,未婚,民族D,女,0,0,30,省份8,0
27,个体,高中生,9,已婚平民配偶,执行主管,妻子,民族D,女,0,0,40,省份8,0
49,个体,大学生,13,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,1902,40,省份8,1
48,个体,高一,6,已婚平民配偶,运输,丈夫,民族A,男,0,0,40,省份8,0
44,未知,职高,15,已婚平民配偶,未知,丈夫,民族D,男,0,0,80,省份8,0
39,个体,高中生,9,未婚,运输,离家,民族D,男,0,0,40,省份8,0
19,个体,大学未毕业,10,未婚,机械操作,孩子,民族A,男,0,0,20,省份8,0
65,个体,小学3年级,2,已婚平民配偶,劳工保洁,丈夫,其他,男,0,0,40,省份31,0
19,个体,高中生,9,未婚,劳工保洁,孩子,民族D,女,0,0,25,省份8,0
48,个体,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份8,1
37,个体,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,15024,0,45,省份8,1
20,有限责任公司,高中生,9,离婚,劳工保洁,孩子,民族D,男,0,0,25,省份8,0
20,个体,大学未毕业,10,未婚,其他职业,孩子,民族D,男,0,0,50,省份8,0
51,个体,大学生,13,已婚平民配偶,销售,丈夫,民族D,男,0,0,47,省份8,1
59,个体,初三,5,分居,机械操作,未婚,民族D,女,0,0,40,省份22,0
60,省政府,高中生,9,已婚平民配偶,技术支持,丈夫,民族D,男,0,1977,40,省份8,1
34,个体,大学生,13,未婚,销售,孩子,民族D,男,0,0,40,省份8,1
38,地方政府,大学未毕业,10,已婚平民配偶,技术支持,丈夫,民族D,男,0,0,40,省份8,1
43,个体,高一,6,已婚平民配偶,运输,丈夫,民族D,男,0,0,40,省份8,0
33,地方政府,大学生,13,已婚平民配偶,保安,丈夫,民族A,男,0,0,70,省份8,1
30,个体,大学未毕业,10,未婚,机械操作,离家,民族D,男,0,0,40,省份8,0
32,个体,大学未毕业,10,未婚,其他职业,离家,民族D,女,0,2001,25,省份8,0
33,个体,大学生,13,已婚平民配偶,销售,丈夫,民族A,男,0,0,55,省份8,0
26,个体,大学未毕业,10,分居,销售,其他关系,民族A,男,0,0,30,省份8,0
43,个体,准职业学位,11,分居,销售,未婚,民族D,女,0,0,45,省份8,0
44,个体,大学专科,12,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,1848,40,省份8,1
19,个体,大学未毕业,10,未婚,其他职业,孩子,民族D,男,0,0,20,省份8,0
32,个体,大学未毕业,10,已婚平民配偶,机械操作,丈夫,民族D,男,0,0,50,省份8,0
51,个体,小学3年级,2,丧偶,其他职业,未婚,民族D,女,0,0,35,省份23,0
20,个体,大学未毕业,10,未婚,其他职业,离家,民族D,女,0,0,40,省份8,0
30,个体,大学未毕业,10,已婚平民配偶,机械操作,丈夫,民族D,男,0,0,40,省份8,1
63,省政府,高中生,9,丧偶,管理文书,离家,民族D,女,0,0,40,省份8,0
28,个体,准职业学位,11,未婚,其他职业,离家,民族D,女,2463,0,35,省份8,0
33,个体,大学未毕业,10,已婚平民配偶,机械操作,丈夫,民族D,男,0,0,40,省份8,1
28,个体,高中生,9,分居,劳工保洁,离家,其他,男,0,0,30,省份8,0
46,未知,高二,7,丧偶,未知,未婚,民族A,女,0,0,40,省份8,0
39,地方政府,高中生,9,已婚平民配偶,其他职业,妻子,民族D,女,2885,0,30,省份8,0
19,个体,大学未毕业,10,未婚,执行主管,离家,民族D,男,0,0,40,省份8,0
60,地方政府,大学生,13,已婚平民配偶,专业技术,丈夫,民族D,男,7298,0,40,省份8,1
27,个体,大学生,13,未婚,专业技术,离家,民族D,女,4865,0,36,省份8,0
59,个体,高二,7,未婚,机械操作,离家,民族D,男,0,0,40,省份8,0
43,地方政府,职高,15,已婚平民配偶,专业技术,丈夫,民族D,男,15024,0,45,省份8,1
38,中央部委,大学未毕业,10,已婚平民配偶,执行主管,妻子,民族A,女,0,0,40,省份18,0
47,个体,高三,8,已婚平民配偶,管理文书,丈夫,民族D,男,0,0,40,省份8,0
37,个体,大学未毕业,10,已婚平民配偶,运输,丈夫,民族D,男,0,0,50,省份8,0
28,个体,大学未毕业,10,已婚平民配偶,销售,丈夫,民族D,男,0,0,43,省份8,0
25,个体,高中生,9,未婚,手工艺维修,孩子,民族D,男,0,0,40,省份8,0
22,个体,大学生,13,未婚,执行主管,其他关系,民族D,女,0,0,20,省份8,0
43,有限责任公司,大学未毕业,10,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,50,省份8,1
45,个体,大学未毕业,10,已婚平民配偶,运输,丈夫,民族D,男,0,0,40,省份8,0
36,个体,高中生,9,未婚,管理文书,孩子,民族D,男,0,0,65,省份8,0
50,有限责任公司,职高,15,已婚平民配偶,专业技术,丈夫,民族B,男,7688,0,50,省份17,1
76,个体,初中一、二年级,4,丧偶,保安,离家,民族D,女,0,0,12,省份8,0
73,个体,高中生,9,离婚,执行主管,离家,民族D,女,0,0,35,省份8,0
38,个体,高二,7,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份6,0
39,个体,研究生,14,未婚,专业技术,离家,民族D,男,0,2444,45,省份8,1
45,个体,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,45,省份8,0
22,个体,大学未毕业,10,未婚,机械操作,孩子,民族D,男,0,0,40,省份8,0
38,个体,高中生,9,未婚,专业技术,离家,民族D,男,0,0,60,省份8,0
43,个体,大学生,13,离婚,专业技术,离家,民族D,男,0,0,40,省份8,0
36,个体,大学未毕业,10,已婚平民配偶,管理文书,妻子,民族D,女,0,0,40,省份8,0
29,个体,高中生,9,离婚,农业捕捞,离家,民族D,男,0,0,40,省份8,0
46,有限责任公司,大学生,13,已婚平民配偶,销售,丈夫,民族D,男,0,0,52,省份8,0
44,个体,大学生,13,离婚,其他职业,离家,民族B,男,0,0,40,省份9,0
39,个体,大学生,13,已婚平民配偶,销售,丈夫,民族D,男,7298,0,55,省份8,1
55,中央部委,研究生,14,已婚平民配偶,专业技术,丈夫,民族D,男,7688,0,45,省份8,1
56,个体,大学未毕业,10,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,34,省份8,0
46,个体,大学未毕业,10,已婚平民配偶,运输,丈夫,民族D,男,3103,0,40,省份8,1
35,个体,职高,15,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,80,省份31,1
62,个体,大学生,13,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,40,省份8,1
22,个体,准职业学位,11,未婚,管理文书,孩子,民族D,女,0,0,40,省份8,0
26,个体,大学专科,12,未婚,其他职业,孩子,民族A,女,0,0,15,省份8,0
27,个体,大学未毕业,10,离婚,销售,未婚,民族D,女,0,0,40,省份41,0
52,个体,大学生,13,已婚平民配偶,专业技术,丈夫,民族D,男,15024,0,44,省份8,1
26,个体,大学未毕业,10,已婚平民配偶,管理文书,丈夫,民族D,男,0,0,40,省份8,0
35,个体,大学生,13,未婚,执行主管,离家,民族D,女,0,0,50,省份8,1
46,个体,小学3年级,2,已婚平民配偶,劳工保洁,丈夫,民族D,男,0,0,40,省份22,0
26,个体,职高,15,已婚平民配偶,专业技术,丈夫,民族D,男,99999,0,60,省份8,1
36,个体,大学专科,12,未婚,运输,离家,民族D,男,0,0,55,省份1,0
18,未知,高二,7,未婚,未知,孩子,民族D,男,0,0,72,省份8,0
36,非有限责任公司,高中生,9,已婚平民配偶,农业捕捞,丈夫,民族D,男,0,0,84,省份8,0
39,个体,大学生,13,已婚平民配偶,技术支持,丈夫,民族D,男,0,0,40,省份8,1
43,个体,大学专科,12,已婚平民配偶,劳工保洁,丈夫,民族D,男,0,0,40,省份8,1
35,个体,大学生,13,已婚平民配偶,销售,丈夫,民族D,男,0,0,40,省份8,1
28,个体,高中生,9,未婚,农业捕捞,未婚,民族D,女,0,0,35,省份8,0
38,省政府,高中生,9,离婚,手工艺维修,未婚,民族D,男,0,0,40,省份8,0
28,个体,高中生,9,已婚平民配偶,运输,丈夫,民族D,男,0,0,40,省份8,0
59,非有限责任公司,大学生,13,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,40,省份8,1
31,个体,高中生,9,已婚平民配偶,机械操作,丈夫,民族D,男,0,0,40,省份8,0
33,个体,大学未毕业,10,已婚配偶异地,专业技术,离家,民族D,男,0,0,40,省份8,0
20,未知,大学未毕业,10,未婚,未知,孩子,民族D,男,0,0,20,省份8,0
61,个体,大学未毕业,10,已婚平民配偶,执行主管,丈夫,民族D,男,0,1672,40,省份8,0
51,个体,高中生,9,离婚,劳工保洁,未婚,民族D,女,0,0,20,省份8,0
37,个体,高中生,9,已婚平民配偶,销售,丈夫,民族D,男,0,0,50,省份8,0
60,个体,大学生,13,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,50,省份8,1
31,中央部委,研究生,14,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,50,省份8,0
31,个体,大学生,13,未婚,执行主管,离家,民族D,男,0,0,50,省份8,0
55,个体,博士,16,已婚平民配偶,专业技术,丈夫,民族D,男,15024,0,30,省份8,1
52,个体,高中生,9,已婚平民配偶,销售,丈夫,民族D,男,0,0,14,省份8,0
51,个体,大学生,13,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,50,省份8,1
20,个体,大学专科,12,未婚,运输,孩子,民族D,男,0,0,20,省份8,0
45,个体,高一,6,离婚,其他职业,离家,民族A,女,0,0,38,省份15,0
17,个体,高二,7,未婚,销售,孩子,民族D,女,0,0,14,省份8,0
55,个体,大学生,13,离婚,管理文书,离家,民族D,女,0,0,40,省份8,0
34,非有限责任公司,大学未毕业,10,已婚平民配偶,农业捕捞,妻子,民族D,女,0,0,30,省份8,0
46,地方政府,大学专科,12,已婚平民配偶,保安,丈夫,民族D,男,0,1887,50,省份8,1
24,个体,初三,5,未婚,其他职业,离家,民族D,男,0,0,40,省份5,0
62,未知,大学生,13,已婚平民配偶,未知,丈夫,民族D,男,0,0,40,省份8,0
53,个体,高三,8,已婚平民配偶,技术支持,丈夫,民族D,男,0,0,45,省份8,1
23,个体,大学未毕业,10,未婚,销售,孩子,民族D,女,0,0,40,省份8,0
78,地方政府,高中生,9,丧偶,管理文书,未婚,民族D,女,0,0,5,省份8,0
19,未知,大学未毕业,10,未婚,未知,孩子,民族D,女,0,0,30,省份8,0
22,个体,高中生,9,未婚,其他职业,孩子,民族D,男,0,0,50,省份8,0
64,个体,博士,16,丧偶,专业技术,离家,民族D,男,0,0,80,省份8,1
46,个体,高中生,9,离婚,手工艺维修,离家,民族A,男,0,0,40,省份8,0
23,个体,初中一、二年级,4,未婚,手工艺维修,孩子,民族A,男,0,0,40,省份8,0
28,个体,大学未毕业,10,未婚,管理文书,孩子,民族A,女,0,0,40,省份8,0
55,省政府,研究生,14,离婚,执行主管,离家,民族D,男,0,0,40,省份31,1
41,非有限责任公司,研究生,14,离婚,劳工保洁,未婚,民族D,男,0,0,40,省份41,0
37,个体,高中生,9,已婚平民配偶,管理文书,妻子,民族B,女,0,0,38,省份29,0
40,个体,高中生,9,未婚,手工艺维修,离家,民族D,男,0,0,40,省份8,0
38,地方政府,大学生,13,已婚平民配偶,执行主管,丈夫,民族C,男,0,0,50,省份8,1
24,个体,高中生,9,未婚,销售,孩子,民族D,女,0,0,30,省份8,0
33,个体,高中生,9,已婚平民配偶,机械操作,丈夫,民族D,男,0,0,40,省份8,0
20,个体,准职业学位,11,未婚,管理文书,孩子,民族D,女,0,0,40,省份8,0
29,个体,大学未毕业,10,已婚平民配偶,运输,丈夫,民族D,男,0,0,40,省份8,0
20,个体,高中生,9,未婚,其他职业,孩子,民族A,男,0,0,40,省份8,0
45,地方政府,研究生,14,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,40,省份35,1
50,个体,高三,8,未婚,保安,其他关系,民族A,男,0,0,40,省份8,0
74,个体,职高,15,已婚平民配偶,专业技术,丈夫,民族D,男,99999,0,50,省份8,1
37,个体,大学专科,12,未婚,技术支持,离家,民族D,男,0,0,46,省份8,0
52,个体,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,7298,0,50,省份8,1
28,个体,大学生,13,未婚,专业技术,离家,民族D,女,0,1408,50,省份34,0
64,非有限责任公司,高中生,9,已婚平民配偶,农业捕捞,丈夫,民族D,男,0,0,40,省份8,1
38,个体,高中生,9,离婚,机械操作,其他关系,民族D,女,0,0,40,省份8,0
34,个体,大学未毕业,10,已婚平民配偶,机械操作,丈夫,民族D,男,0,0,40,省份8,0
47,个体,大学未毕业,10,离婚,技术支持,未婚,民族D,女,0,0,40,省份8,0
51,个体,高中生,9,已婚平民配偶,销售,丈夫,民族D,男,7688,0,40,省份8,1
27,个体,大学未毕业,10,未婚,手工艺维修,未婚,其他,男,0,0,45,省份39,0
20,个体,高中生,9,未婚,其他职业,孩子,民族D,男,0,0,40,省份8,0
41,个体,大学未毕业,10,离婚,管理文书,离家,民族D,女,0,0,40,省份8,0
67,非有限责任公司,高中生,9,已婚平民配偶,农业捕捞,丈夫,民族D,男,0,0,35,省份8,0
83,有限责任公司,高中生,9,离婚,销售,离家,民族D,男,0,0,20,省份8,0
34,个体,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,30,省份12,0
35,个体,大学专科,12,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,50,省份8,1
23,地方政府,高中生,9,未婚,其他职业,离家,民族D,女,0,0,40,省份8,0
20,个体,大学未毕业,10,未婚,管理文书,孩子,民族B,女,0,0,30,省份8,0
46,个体,高中生,9,已婚平民配偶,管理文书,妻子,民族D,女,0,0,40,省份8,0
32,个体,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份8,0
34,个体,准职业学位,11,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,53,省份8,0
48,中央部委,大学未毕业,10,已婚平民配偶,保安,丈夫,民族D,男,0,0,40,省份8,1
60,有限责任公司,高中生,9,已婚平民配偶,手工艺维修,妻子,民族D,女,0,0,40,省份8,0
49,地方政府,研究生,14,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,50,省份8,1
44,个体,博士,16,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,40,省份8,1
35,个体,大学生,13,未婚,专业技术,离家,民族D,女,0,0,40,省份8,0
65,有限责任公司,研究生,14,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,40,省份8,1
33,有限责任公司,大学生,13,未婚,专业技术,离家,民族D,男,0,0,45,省份8,0
25,个体,大学生,13,未婚,销售,孩子,民族D,男,0,0,50,省份8,0
31,个体,职高,15,已婚平民配偶,专业技术,丈夫,民族D,男,0,1977,70,省份8,1
76,未知,高中生,9,丧偶,未知,离家,民族A,女,0,0,2,省份8,0
38,个体,高三,8,未婚,机械操作,离家,民族A,女,0,0,50,省份8,0
21,个体,大学未毕业,10,已婚平民配偶,其他职业,其他关系,民族D,女,0,0,30,省份8,0
34,个体,高中生,9,离婚,劳工保洁,孩子,民族D,男,0,0,40,省份8,0
26,地方政府,大学生,13,未婚,专业技术,孩子,民族D,女,0,0,40,省份8,0
43,中央部委,大学未毕业,10,离婚,管理文书,离家,民族D,女,0,0,40,省份8,0
39,非有限责任公司,大学未毕业,10,已婚平民配偶,机械操作,妻子,民族D,女,0,0,40,省份8,0
22,个体,大学未毕业,10,未婚,技术支持,孩子,民族D,男,0,0,40,省份8,0
24,个体,大学未毕业,10,未婚,手工艺维修,孩子,民族D,男,0,0,45,省份8,0
51,个体,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份8,0
57,个体,高中生,9,离婚,其他职业,离家,民族D,男,0,0,38,省份8,0
23,个体,高三,8,未婚,其他职业,未婚,民族A,男,0,0,38,省份8,0
28,非有限责任公司,高中生,9,离婚,农业捕捞,离家,民族D,男,0,0,40,省份8,0
27,中央部委,大学未毕业,10,未婚,其他职业,离家,民族B,男,0,0,50,省份20,0
36,地方政府,大学未毕业,10,已婚平民配偶,专业技术,丈夫,民族A,男,0,1887,40,省份25,1
28,个体,大学未毕业,10,未婚,农业捕捞,离家,民族D,女,0,0,40,省份8,0
35,个体,大学专科,12,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,60,省份8,0
32,个体,高中生,9,未婚,其他职业,孩子,民族A,女,0,0,40,省份8,0
31,中央部委,大学生,13,已婚平民配偶,专业技术,丈夫,民族D,男,7298,0,55,省份8,1
44,个体,高中生,9,已婚平民配偶,销售,丈夫,民族D,男,0,0,60,省份8,1
24,非有限责任公司,高中生,9,未婚,销售,离家,民族D,男,0,0,40,省份8,0
29,中央部委,研究生,14,已婚平民配偶,专业技术,丈夫,民族B,男,0,0,20,省份30,0
37,个体,高中生,9,离婚,销售,未婚,民族D,男,0,0,75,省份8,0
44,非有限责任公司,大学生,13,离婚,手工艺维修,孩子,民族D,男,0,0,40,省份8,0
27,个体,高中生,9,已婚平民配偶,机械操作,丈夫,民族D,男,0,0,40,省份8,0
20,未知,高中生,9,已婚平民配偶,未知,妻子,民族D,女,0,0,45,省份8,0
38,个体,大学未毕业,10,分居,其他职业,离家,民族D,女,0,0,58,省份8,0
38,个体,高中生,9,已婚平民配偶,销售,丈夫,民族D,男,0,0,45,省份8,0
41,地方政府,大学生,13,已婚平民配偶,专业技术,妻子,民族D,女,0,0,52,省份8,0
51,中央部委,研究生,14,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,40,省份8,1
28,个体,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份8,0
20,个体,高中生,9,未婚,管理文书,孩子,民族D,女,0,0,10,省份8,0
55,未知,高中生,9,已婚平民配偶,未知,妻子,民族B,女,0,0,40,省份8,0
42,中央部委,大学生,13,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,50,省份8,1
44,个体,高中生,9,已婚平民配偶,运输,丈夫,民族D,男,0,0,40,省份8,0
53,未知,研究生,14,未婚,未知,离家,民族D,女,8614,0,35,省份8,1
30,个体,高二,7,未婚,运输,未婚,民族D,男,0,0,30,省份8,0
62,中央部委,高中生,9,已婚平民配偶,运输,丈夫,民族D,男,0,0,40,省份8,0
47,个体,大学未毕业,10,离婚,管理文书,离家,民族A,女,0,0,37,省份8,0
56,个体,高一,6,丧偶,机械操作,未婚,民族A,女,0,0,40,省份8,0
44,个体,高中生,9,已婚平民配偶,劳工保洁,丈夫,民族A,男,0,1902,40,省份8,1
44,个体,高中生,9,已婚平民配偶,技术支持,丈夫,民族D,男,0,0,45,省份8,1
44,个体,大学生,13,分居,机械操作,未婚,民族A,女,0,0,7,省份8,0
39,个体,大学未毕业,10,离婚,手工艺维修,离家,民族D,男,0,0,40,省份8,0
56,个体,高一,6,未婚,劳工保洁,离家,民族D,男,0,0,40,省份8,0
30,省政府,高中生,9,已婚平民配偶,管理文书,丈夫,民族D,男,0,0,40,省份8,1
33,地方政府,高中生,9,已婚平民配偶,保安,丈夫,民族D,男,0,0,40,省份8,0
18,未知,高二,7,未婚,未知,孩子,民族D,女,0,0,20,省份8,0
48,中央部委,研究生,14,已婚平民配偶,专业技术,妻子,民族D,女,0,0,16,省份8,1
59,非有限责任公司,小学5、6年级,3,已婚平民配偶,其他职业,丈夫,民族D,男,2580,0,15,省份5,0
34,个体,大学生,13,未婚,其他职业,离家,民族D,男,0,2001,40,省份8,0
67,非有限责任公司,高中生,9,已婚平民配偶,管理文书,妻子,民族D,女,0,0,2,省份8,0
18,个体,高中生,9,未婚,劳工保洁,孩子,民族D,男,0,0,22,省份8,0
54,地方政府,大学未毕业,10,丧偶,管理文书,未婚,民族D,女,0,0,40,省份22,0
24,个体,小学3年级,2,未婚,农业捕捞,孩子,民族D,女,0,0,40,省份22,0
45,个体,高二,7,丧偶,管理文书,未婚,民族D,女,0,0,40,省份8,0
25,个体,大学专科,12,离婚,技术支持,孩子,民族D,女,0,1594,25,省份8,0
38,个体,大学生,13,已婚平民配偶,专业技术,妻子,民族D,女,0,0,24,省份8,1
33,个体,大学未毕业,10,离婚,执行主管,孩子,民族D,女,0,0,40,省份8,0
39,个体,高二,7,未婚,手工艺维修,离家,民族A,男,0,0,40,省份8,0
21,个体,大学未毕业,10,未婚,销售,孩子,民族D,女,0,0,40,省份8,0
39,地方政府,高中生,9,离婚,手工艺维修,未婚,民族D,女,0,0,40,省份8,0
51,个体,初中一、二年级,4,已婚平民配偶,执行主管,丈夫,民族C,男,3908,0,47,省份8,0
46,个体,大学未毕业,10,未婚,管理文书,离家,民族D,女,0,0,40,省份8,0
36,有限责任公司,准职业学位,11,已婚平民配偶,销售,丈夫,民族D,男,0,0,60,省份8,0
30,非有限责任公司,高中生,9,离婚,其他职业,未婚,民族D,女,0,0,40,省份8,0
22,个体,大学未毕业,10,未婚,管理文书,孩子,民族D,女,0,0,20,省份8,0
34,个体,高中生,9,未婚,其他职业,离家,民族D,女,0,0,35,省份8,0
64,非有限责任公司,大学生,13,已婚平民配偶,管理文书,丈夫,民族D,男,0,0,5,省份8,0
36,个体,大学专科,12,已婚平民配偶,机械操作,丈夫,民族D,男,2829,0,40,省份8,0
31,个体,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份8,0
48,中央部委,研究生,14,离婚,保安,离家,民族D,男,0,0,72,省份8,0
37,个体,大学生,13,已婚平民配偶,销售,丈夫,民族D,男,0,0,60,省份8,0
44,个体,大学生,13,未婚,专业技术,离家,民族D,女,0,0,45,省份22,0
27,个体,小学5、6年级,3,未婚,农业捕捞,离家,民族D,男,0,0,35,省份22,0
32,非有限责任公司,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份8,0
31,个体,大学未毕业,10,已婚平民配偶,管理文书,丈夫,民族D,男,0,0,40,省份8,0
23,个体,初三,5,已婚平民配偶,机械操作,丈夫,民族D,男,0,0,40,省份8,0
26,个体,大学未毕业,10,未婚,其他职业,离家,民族D,女,0,0,30,省份8,0
41,未知,准职业学位,11,已婚平民配偶,未知,丈夫,民族D,男,0,2415,12,省份8,1
22,个体,大学未毕业,10,未婚,销售,其他关系,民族D,男,0,0,65,省份8,0
33,非有限责任公司,职高,15,已婚平民配偶,专业技术,丈夫,民族D,男,0,1887,40,省份8,1
50,有限责任公司,初中一、二年级,4,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,1977,63,省份31,1
32,个体,小学5、6年级,3,分居,农业捕捞,其他关系,民族D,男,0,0,60,省份22,0
44,个体,大学生,13,离婚,管理文书,离家,民族A,男,0,0,65,省份8,0
21,个体,大学专科,12,未婚,其他职业,孩子,民族D,女,0,0,40,省份8,0
43,个体,大学专科,12,已婚平民配偶,执行主管,丈夫,民族D,男,0,2002,44,省份8,0
20,个体,大学未毕业,10,未婚,执行主管,离家,民族D,女,0,0,30,省份8,0
65,地方政府,高中生,9,离婚,管理文书,离家,民族D,女,0,0,16,省份8,1
26,个体,初三,5,未婚,其他职业,孩子,民族D,女,0,0,38,省份5,0
22,未知,大学未毕业,10,未婚,未知,离家,民族D,男,0,0,25,省份8,0
22,个体,高中生,9,未婚,劳工保洁,孩子,民族D,男,0,0,40,省份8,0
